Item Name,Item Description,Major Category,Minor Category,Asset Group,Quantity Issued,Total Value,MaintenanceType,CONTRACTOR,DEPARTMENT,TARGET RESPONSE DATE
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,16,410.08,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,8,92.88,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,12,3483.24,CM,,,
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,4,180.8,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,12,3483.24,CM,,,
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,3,532.29,CM,,,
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,12,542.4,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,3,34.83,CM,,,
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,4,102.52,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,2,23.22,CM,,,
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,3,76.89,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,6,69.66,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,12,3483.24,CM,,,
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,3,532.29,CM,,,
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,3,135.6,CM,,,
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,15,384.45,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,3,34.83,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,12,3483.24,CM,,,
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,3,135.6,CM,,,
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,15,384.45,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,12,139.32,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,15,4354.05,CM,,,
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,9,1596.87,CM,,,
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,4,180.8,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,12,3483.24,CM,,,
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,7,1242.01,CM,,,
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,12,542.4,CM,,,
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,15,384.45,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,3,34.83,CM,,,
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,4,102.52,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,2,23.22,CM,,,
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,19,486.97,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,8,92.88,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,15,4354.05,CM,,,
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,4,180.8,CM,,,
MCL-BLT-022,V-BELT -SPB2650,MECHANICAL,BELT,AIR HANDLING UNIT-05,4,320.0,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,18,5224.86,CM,,,
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,6,1064.58,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,21,6095.67,CM,,,
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,10,1774.3,CM,,,
MCL-BLT-040,V-BELT-SPA1000,HVAC,BELT,AIR HANDLING UNIT-05,2,40.0,CM,,,
MCL-VBT-085,V-BELT-SPA2207 FOR MOTOR - SPA2207,MECHANICAL,V-BELT,AIR HANDLING UNIT-05,4,176.0,CM,,,
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,19,486.97,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,11,127.71,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,15,4354.05,CM,,,
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,3,532.29,CM,,,
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,18,461.34,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,14,162.54,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,15,4354.05,CM,,,
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,8,1419.44,CM,,,
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,15,384.45,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,8,92.88,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,12,3483.24,CM,,,
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,5,226.0,CM,,,
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,19,486.97,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,16,185.76,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,15,4354.05,CM,,,
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,8,1419.44,CM,,,
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,4,180.8,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,5,58.05,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,15,4354.05,CM,,,
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,5,887.15,CM,,,
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,15,678.0,CM,,,
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,15,384.45,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,8,92.88,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,21,6095.67,CM,,,
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,10,1774.3,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,6,1741.62,CM,,,
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,3,532.29,CM,,,
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,8,205.04,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,7,81.27,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,8,2322.16,CM,,,
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,4,709.72,CM,,,
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,3,135.6,CM,,,
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,15,384.45,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,13,150.93,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,12,3483.24,CM,,,
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,7,1242.01,CM,,,
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,3,135.6,CM,,,
HVC-FLR-664,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X44MM - 170-112-863",HVAC,FILTER,AIR HANDLING UNIT-05,12,307.56,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,12,3483.24,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,2,580.54,CM,,,
HVC-FLR-743,"DUST FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 594X594X95MM - 179-411-863",HVAC,FILTER,AIR HANDLING UNIT-05,2,90.4,CM,,,
MCL-BLT-042,V-BELT -SPA-1657,MECHANICAL,BELT,AIR HANDLING UNIT-05,3,126.0,CM,,,
HVC-FLR-665,"PRE FILTER - CLASS: G4, MERV RATING - 8, ISO 16890: COARSE 70%, RECOMMENDED FINAL PRESSURE DROP: 250PA, SIZE: 289X594X44MM - 170-112-319",HVAC,FILTER,AIR HANDLING UNIT-05,1,11.61,CM,,,
HVC-FLR-733,"BAG FILTER - 10 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 592X592X360MM - TM 76603-5",HVAC,FILTER,AIR HANDLING UNIT-05,1,290.27,CM,,,
HVC-FLR-734,"BAG FILTER - 5 POCKET, CLASS: F7, MERV RATING - 13+ CARBON, TYPE: MULTI POCKT PARTICLE & MOLECULER FILTER , FRAME: GALVANISED STEEL, MEDIA: GLASS FIBER & BS CARBON, ISO 16890: COARSE EPM1 60%, SIZE: 287X592X360MM - TM 73602",HVAC,FILTER,AIR HANDLING UNIT-05,1,177.43,CM,,,
